"filename", "language", "HTML", "TypeScript", "SCSS", "comment", "blank", "total"
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/services/language.service.ts", "TypeScript", 0, 35, 0, 0, 5, 40
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings.module.ts", "TypeScript", 0, 18, 0, 0, 5, 23
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings.page.html", "HTML", 107, 0, 0, 0, 15, 122
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings.page.scss", "SCSS", 0, 0, 223, 36, 7, 266
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/settings/settings.page.ts", "TypeScript", 0, 50, 0, 0, 4, 54
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory.module.ts", "TypeScript", 0, 16, 0, 0, 5, 21
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory.page.html", "HTML", 8, 0, 0, 0, 4, 12
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory.page.scss", "SCSS", 0, 0, 0, 0, 1, 1
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techhistory/techhistory.page.ts", "TypeScript", 0, 15, 0, 0, 5, 20
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route.module.ts", "TypeScript", 0, 20, 0, 0, 5, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route.page.html", "HTML", 112, 0, 0, 119, 35, 266
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route.page.scss", "SCSS", 0, 0, 397, 42, 11, 450
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect-finished-route/techinspect-finished-route.page.ts", "TypeScript", 0, 181, 0, 35, 35, 251
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect.module.ts", "TypeScript", 0, 20, 0, 0, 5, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect.page.html", "HTML", 112, 0, 0, 119, 35, 266
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect.page.scss", "SCSS", 0, 0, 415, 42, 11, 468
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/techinspect/techinspect.page.ts", "TypeScript", 0, 179, 0, 35, 32, 246
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms.module.ts", "TypeScript", 0, 16, 0, 0, 5, 21
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms.page.html", "HTML", 7, 0, 0, 0, 3, 10
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms.page.scss", "SCSS", 0, 0, 0, 0, 1, 1
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/terms/terms.page.ts", "TypeScript", 0, 11, 0, 0, 5, 16
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet.module.ts", "TypeScript", 0, 20, 0, 0, 5, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet.page.html", "HTML", 119, 0, 0, 1, 24, 144
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet.page.scss", "SCSS", 0, 0, 331, 0, 16, 347
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/wallet/wallet.page.ts", "TypeScript", 0, 217, 0, 2, 30, 249
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome.module.ts", "TypeScript", 0, 16, 0, 0, 5, 21
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome.page.html", "HTML", 4, 0, 0, 0, 1, 5
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome.page.scss", "SCSS", 0, 0, 11, 0, 0, 11
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome/welcome.page.ts", "TypeScript", 0, 11, 0, 0, 5, 16
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2-routing.module.ts", "TypeScript", 0, 14, 0, 0, 4, 18
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2.module.ts", "TypeScript", 0, 16, 0, 0, 5, 21
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2.page.html", "HTML", 7, 0, 0, 0, 3, 10
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2.page.scss", "SCSS", 0, 0, 0, 0, 1, 1
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2.page.spec.ts", "TypeScript", 0, 19, 0, 0, 6, 25
"/Users/gregd/Desktop/Gregs Workspace/Work/TravelSoft/ibus driver xristos/iBus-Driver-Application-v1/src/app/welcome2/welcome2.page.ts", "TypeScript", 0, 11, 0, 0, 5, 16
"Total", "-", 1483, 4899, 4405, 935, 1615, 13337
